conversation_ID	utt_1	utt_2	emotion
618	That sucks !	That is not a trip !	anger
618		That is not a trip !	anger
618	we thought we would all go to a picnic , in Central Park !	I just came from the park !	anger
618	That sucks !	I just came from the park !	anger
618	That is not a trip !	I just came from the park !	anger
618	we thought we would all go to a picnic , in Central Park !	What are we gonna high five about at the stupid Central Park ?	disgust
618	That sucks !	What are we gonna high five about at the stupid Central Park ?	disgust
618	That is not a trip !	What are we gonna high five about at the stupid Central Park ?	disgust
618		What are we gonna high five about at the stupid Central Park ?	disgust
618	we thought we would all go to a picnic , in Central Park !	""" Well , it is right by my house , all right ! """	disgust
618	That sucks !	""" Well , it is right by my house , all right ! """	disgust
618	That is not a trip !	""" Well , it is right by my house , all right ! """	disgust
618	What are we gonna high five about at the stupid Central Park ?	""" Well , it is right by my house , all right ! """	disgust
618	I am gonna go home	Ho ... ho ... hold on a sec there , Mr . Kissey !	surprise
618		You know , I have been meaning to talk to you about this whole , little , new European thing you got going on , and I just need to tell you that it makes me very uncomfortable and I just ... you know ... stop it !	anger
618	it makes me very uncomfortable and I just ... you know ... stop it !	I was just trying to bring a little culture to the group .	sadness
618	this whole , little , new European thing you got going on	That is fine , just do not bring it in my mouth .	disgust
618		That is fine , just do not bring it in my mouth .	disgust
618	this whole , little , new European thing you got going on	Makes me wanna puke !	disgust
618		Makes me wanna puke !	disgust
1060		That is really beautiful . What does it mean ?	joy
1060		That is good . I got to admit , I thought it was something else .	joy
1060		Yeah , I ... Well I really actually wanted to say umm , that , but um , I figured I probably should not because you know , I ... have to leave .	sadness
1060	I ... have to leave .	You are right ! You are right . Do not say it .	sadness
1060	I ... have to leave .	I ... I do though .	sadness
1060	I ... have to leave .	I do too .	sadness
1060	I ... have to leave .	Bye Phoebe .	sadness
962	there is a customer who wants to complement the chef , should I let him in ?	Sure , I love this part !	joy
962		Sure , I love this part !	joy
357		Hi . Look um , about what happened earlier ...	sadness
357	I ... I completely understand . You were , you were stressed .	I was gonna give you a chance to apologise to me .	disgust
357	I was gonna give you a chance to apologise to me .	For what ? For letting you throw me out of your office ?	anger
357		For what ? For letting you throw me out of your office ?	anger
357		You had no right coming down to my office Ross .	anger
357	You had no right coming down to my office Ross .	Yeah , well excuse me for wanting to be with my girlfriend on our anniversary , boy what an ass am I .	anger
357	excuse me for wanting to be with my girlfriend on our anniversary	But I told you , I did not have the time !	anger
357		But I told you , I did not have the time !	anger
357	I did not have the time !	Yeah , well you never have the time . I mean , I do not feel like I even have a girlfriend anymore , Rachel .	anger
357		Yeah , well you never have the time . I mean , I do not feel like I even have a girlfriend anymore , Rachel .	anger
357	you never have the time . I mean , I do not feel like I even have a girlfriend anymore	Wh , Ross what do you want from me ?	anger
357	you never have the time . I mean , I do not feel like I even have a girlfriend anymore	You want me , you want me to quit my job so you can feel like you have a girlfriend ?	anger
357		You want me , you want me to quit my job so you can feel like you have a girlfriend ?	anger
366		Hey !	joy
366		Hey , why are you mopping your ceiling ?	surprise
132		Danielle ! Hi ! Uh ... everybody , this is Danielle , Danielle , everybody .	joy
132		What are you doing here ?	surprise
1016		Oh , unbelievable ! We had the best time !	joy
1016	We had the best time !	Yay ! ! Oh so , you are not , you are not mad at us anymore ?	joy
1016	You guys were totally right !	No !	joy
1016	You guys were totally right !	No !	joy
1016	You guys were totally right !	No !	joy
1016		You guys were totally right !	joy
1016		This is so much better than the first time we went out .	joy
1016	We have so much in common !	And !	joy
1016		We have so much in common !	joy
1016	We have so much in common !	She loves sandwiches , sports , although she is a Met fan , not much of an issue now but if we were ever to have kids , well that is a	joy
1016	if we were ever to have kids	Oh my God ! Listen to you talkin about having kids . Oh my Joey . Oh , please do not get married before I do .	surprise
1016		Oh my God ! Listen to you talkin about having kids . Oh my Joey . Oh , please do not get married before I do .	surprise
95		It is , I mean , it is nothing , I am fine . It is my friends . They ... they have a liking problem with you . In that , um , they do not .	sadness
95	It is my friends . They ... they have a liking problem with you . In that , um , they do not .	Oh . They do not ?	surprise
95		But you know , they do not see all the wonderfulness that I see . They do not see all the good stuff and all the sweet stuff . They just you know , they think you are a little ...	joy
95	It is my friends . They ... they have a liking problem with you . In that , um , they do not .	What ?	surprise
95	they think you are a little ...	What ?	surprise
359	you do not get that	Ross do you realise this is the first time in my life I am doing something I actually care about .	anger
359	you do not get that	This is the first time in my life I am doing something that I am actually good at .	anger
359		if you do not get that ...	anger
359	I am tired of having a relationship with your answering machine !	No , hey , I get that , okay , I get that big time .	anger
359		And I am happy for you , but I am tired of having a relationship with your answering machine !	anger
359	I am tired of having a relationship with your answering machine !	Okay , I do not know what to do anymore .	sadness
359		Okay , I do not know what to do anymore .	sadness
359	I am tired of having a relationship with your answering machine !	Well neither do I !	anger
359	I do not know what to do anymore .	Well neither do I !	anger
1336		Hey !	joy
1336	Hey !	Hey !	joy
1336		Hey !	joy
1336	Hey !	Hi !	joy
1336		Hi !	joy
1336	do you guys wanna come and eat dinner at the restaurant sometime in the next few weeks ?	Sure !	joy
1336	do you guys wanna come and eat dinner at the restaurant sometime in the next few weeks ?	I would love to !	joy
1336		Well , I can not give you a massage , because my licence has been revoked again !	anger
1336	my licence has been revoked again !	Phoebe , what happened ?	surprise
1336	my licence has been revoked again !	Well , it was an accident ... You know , it is a lot of oil and sometimes the hand just slips !	sadness
1336		Well , it was an accident ... You know , it is a lot of oil and sometimes the hand just slips !	sadness
1336		Have I got a surprise for you ? Pack your bags !	joy
1336	Pack your bags !	Oh no ! You guys are not supposed to get divorced for 7 years !	surprise
1336		Oh no ! You guys are not supposed to get divorced for 7 years !	surprise
3		I guess I should have caught on when she started going to the dentist four and five times a week . I mean , how clean can teeth get ?	sadness
3	How did you get through it ?	leg ?	surprise
3	you might try accidentally breaking something valuable of hers , say her ...	leg ?	surprise
3		leg ?	surprise
3	you might try accidentally breaking something valuable of hers , say her ...	That is one way !	joy
3	leg ?	That is one way !	joy
3		That is one way !	joy
3	you might try accidentally breaking something valuable of hers	You actually broke her watch ?	surprise
3	I went for the watch .	You actually broke her watch ?	surprise
3		You actually broke her watch ?	surprise
662		Excellent ! What Rachel has shrewdly observed here	joy
662		You completely stole my answer !	anger
662	You completely stole my answer !	Well , honey that was pretty obvious .	sadness
662	You completely stole my answer !	Well how would you know ? ! You did not even read it !	anger
662	that was pretty obvious .	Well how would you know ? ! You did not even read it !	anger
234		You are so pretty .	joy
234		Hi !	joy
234		Hey , oh , you know that guy who been following me ? I talked to him today .	joy
234	you know that guy who been following me ? I talked to him today .	You talked to him . Are you crazy ?	surprise
234		You talked to him . Are you crazy ?	surprise
808	I do not wanna die !	Chandler , I am scared .	fear
808		Yeah , but I do not wanna die !	fear
808		No ... no , it will be fun ! We can come back and we can haunt these guys !	joy
515		Hey ! You guys ! Check it out , check it out ! Guess which job I got .	joy
515	Donald Trump wants his blue blazer black .	What ?	surprise
515	Donald Trump wants his blue blazer black .	But you ... you said black . Why would he want his blue blazer black ?	surprise
515		But you ... you said black . Why would he want his blue blazer black ?	surprise
515		No , you messed it up . You are stupid .	joy
515	what job did you get Joe ?	Oh , ah , tour guide at the museum . Yeah , Ross got it for me .	joy
515		Oh , ah , tour guide at the museum . Yeah , Ross got it for me .	joy
515	what job did you get Joe ?	Well , how can you be a tour guide , do not you have to be a dinosaur expert or something ?	surprise
515	tour guide at the museum . Yeah , Ross got it for me .	Well , how can you be a tour guide , do not you have to be a dinosaur expert or something ?	surprise
515		Well , how can you be a tour guide , do not you have to be a dinosaur expert or something ?	surprise
673		I had a really nice time tonight .	joy
673	I had a really nice time tonight .	So did I . I am really glad Monica asked us out .	joy
673		So did I . I am really glad Monica asked us out .	joy
673	my sister visiting and I think she is asleep on the couch .	You are sister ? You are sister asleep on the couch ? Ohhh ! I saw her with you on the subway and now she is asleep on the couch !	surprise
673		You are sister ? You are sister asleep on the couch ? Ohhh ! I saw her with you on the subway and now she is asleep on the couch !	surprise
673		Hi !	joy
673		Nice to meet you . I wish you would told me we were having company , I would fix myself up !	joy
1140		Hey Pheebs !	joy
1140	Hey Pheebs !	Hey !	joy
1140		Hey !	joy
1140		Check it out . How much of a man am I ? !	joy
1140		Wow ! Nice ! Manly and also kind of a slut .	fear
806		Hey ! So Estelle lined up a bunch of auditions for me tomorrow and I will have my health insurance back in no time .	joy
806	should not you be on the toilet right now ?	What ? !	surprise
806		What wrong with you ?	disgust
806		Well , I ... I got this blinding pain in my stomach when I was lifting weights before , then I uh passed out and uh , have not been able to stand up since .	sadness
806	I ... I got this blinding pain in my stomach when I was lifting weights before , then I uh passed out and uh , have not been able to stand up since .	This sounds like a hernia . You have to ... you ... you go to the doctor !	surprise
806		This sounds like a hernia . You have to ... you ... you go to the doctor !	surprise
806	This sounds like a hernia . You have to ... you ... you go to the doctor !	No way ! Kay look , if I have to go to the doctor for anything , it is gonna be for this thing sticking out of my stomach !	fear
806		No way ! Kay look , if I have to go to the doctor for anything , it is gonna be for this thing sticking out of my stomach !	fear
806	this thing sticking out of my stomach	That is a hernia .	disgust
806		That is a hernia .	disgust
806	That is a hernia .	Why did I have to start working out again ? Damn you 15s !	anger
806		Why did I have to start working out again ? Damn you 15s !	anger
155		So how did you know I was even here ?	surprise
155		I am sorry you had to do this by yourself .	sadness
155		I was not by myself . I had a doctor , a nurse , and a helper guy . So , did you see who won the game ?	joy
1273	I am the chef at Alessandro .	Still ?	surprise
1273		Still ?	surprise
1273	I do not see any reason why I would do that to myself again .	Either eat it , or be in it .	anger
1273		I am torn , between my integrity and my desire to avoid a beating . But I must be honest , your soap is abysmal .	disgust
1273	can anyone tell me the difference between a hollandaise sauce and a bearnaise sauce ?	That is very good , what your name ?	joy
1273	they both have a egg yolk and butter base , but a bearnaise has shallots , shirvel , and most importantly tarragon .	That is very good , what your name ?	joy
1273		That is very good , what your name ?	joy
1273	you go to the head of the class .	Okay .	joy
6	you probably did not know this , but back in high school , I had a , um , major crush on you .	You did ! Oh ...	surprise
6	I knew .	You did ! Oh ...	surprise
6		You did ! Oh ...	surprise
6	I always figured you just thought I was Monica geeky older brother .	Oh .	sadness
6	I did .	Oh .	sadness
6	do you think it would be okay if I asked you out ?	Yeah , maybe ...	joy
799		Hey ! Oh listen , I was just clearing some space for your stuff .	joy
799		Hey ! Oh listen , I was just clearing some space for your stuff .	joy
799		Hey ! Oh listen , I was just clearing some space for your stuff .	joy
799		Hey ! Oh listen , I was just clearing some space for your stuff .	joy
799		Oh thanks , but listen , I was just at Monica and she and Chandler had a big fight and they are not moving in .	sadness
799	they are not moving in .	What do you mean , they are not moving in ? They ... they are still moving in right ?	surprise
799		What do you mean , they are not moving in ? They ... they are still moving in right ?	surprise
799	they just had a big blowout over what to do with my room .	What ? ! Over a stupid room !	surprise
799		Yeah , I feel kinda bad for them , but I am also really psyched cause I do not have to move in here !	joy
799	I do not have to move in here !	Oh no , yeah no , that part great !	joy
799		Oh no , yeah no , that part great !	joy
1257		I am so ... so sorry about yesterday .	sadness
1257	I am so ... so sorry about yesterday .	I ... I am really sorry .	sadness
1257	I am so ... so sorry about yesterday .	It is just that I	sadness
1257	I am so ... so sorry about yesterday .	Listen Ross , you do not have to apologize . I understand why you were there .	sadness
1257	I understand why you were there .	You do ?	surprise
1257	I wish that we can work it out Ross , but we can not .	Yeah , you still have feelings for me .	sadness
1257	I wish that we can work it out Ross , but we can not .	And ... and to be honest , I ... I still have feelings for you .	sadness
1257		And I wish that we can work it out Ross , but we can not .	sadness
1257	I wish that we can work it out Ross , but we can not .	It is too complicated with you and Rachel and the baby , I ... I just ... It just was not meant to be .	sadness
1257		It is too complicated with you and Rachel and the baby , I ... I just ... It just was not meant to be .	sadness
1257	I wish that we can work it out Ross , but we can not .	Oh God you are right .	sadness
1257	It is too complicated with you and Rachel and the baby , I ... I just ... It just was not meant to be .	Oh God you are right .	sadness
1257	I wish that we can work it out Ross , but we can not .	Ross , we ... we have to be strong . Okay , I ... I am gonna go . Can I ? To remember you ?	sadness
1257		Ross , we ... we have to be strong . Okay , I ... I am gonna go . Can I ? To remember you ?	sadness
794		Nothing , Monica and I had a stupid fight .	sadness
794		""" Wanted . Female roommate , non ... smoker , non ... ugly . "" Nice !"	joy
1118		So you did see me that day . Because it seemed like you did not .	surprise
1118		Thanks for letting me stay here ! I mean Monica place was nice , but her fiancée sure stares a lot .	joy
1118		Oh my God ! You do a great Chandler !	surprise
1118		Well , maybe after we get reacquainted uh , you can do me .	joy
1118	maybe after we get reacquainted uh , you can do me .	Yeah ... No ! !	disgust
65		Hi , sorry I am late , I could not find my bearings .	sadness
623		Oh ... hey ... hey ... hey ! There you are !	joy
623	there is something I think you should know .	Oh , is this about you ... you dating the nurse ?	surprise
623		Oh , is this about you ... you dating the nurse ?	surprise
623	you and I we are just , you know , we are nothing , we are goofin around .	Umm , actually I was about to tell you that I was , I was going to get out of it , but hey , if we are just goofing around then uh , maybe I will go out with him .	anger
623		Umm , actually I was about to tell you that I was , I was going to get out of it , but hey , if we are just goofing around then uh , maybe I will go out with him .	anger
623	if we are just goofing around then uh , maybe I will go out with him .	Fine ! Maybe I will too !	anger
185	Hey .	Hey !	joy
185		Hey !	joy
185	I broke up with her .	Do not tell me , because of the big nostril thing ?	surprise
185		Do not tell me , because of the big nostril thing ?	surprise
185	the big nostril	They were huge . When she sneezed , bats flew out of them .	disgust
185		They were huge . When she sneezed , bats flew out of them .	disgust
185	the big nostril	I am tellin you , she leaned back ; I could see her brain .	disgust
185	They were huge . When she sneezed , bats flew out of them .	I am tellin you , she leaned back ; I could see her brain .	disgust
185		I am tellin you , she leaned back ; I could see her brain .	disgust
185	I broke up with her .	How many perfectly fine women are you gonna reject over the most superficial insignificant things ?	surprise
185	because of the big nostril thing	How many perfectly fine women are you gonna reject over the most superficial insignificant things ?	surprise
185		How many perfectly fine women are you gonna reject over the most superficial insignificant things ?	surprise
185		When I first moved to the city , I went out a couple of times with this girl , really hot , great kisser , but she had the biggest Adam apple .	disgust
185	It made me nuts .	When I first moved to the city , I went out a couple of times with this girl , really hot , great kisser , but she had the biggest Adam apple .	disgust
185	she had the biggest Adam apple	It made me nuts .	disgust
185		It made me nuts .	disgust
185	women do not have Adam apples .	You guys are messing with me , right ?	surprise
185	women do not have Adam apples .	"That was a good one . For a second there , I was like , "" whoa . """	joy
185	You guys are messing with me , right ?	"That was a good one . For a second there , I was like , "" whoa . """	joy
185	Yeah . We are !	"That was a good one . For a second there , I was like , "" whoa . """	joy
185		"That was a good one . For a second there , I was like , "" whoa . """	joy
12	Let it go	Yeah , well , you did not know Chi Chi .	anger
12	We have credited your account with five hundred dollars .	We are sorry for the inconvenience , and hope you will accept this football phone ... as our free gift . Do you believe this ? ! Now I have a thousand dollars , and a football phone !	surprise
12		We are sorry for the inconvenience , and hope you will accept this football phone ... as our free gift . Do you believe this ? ! Now I have a thousand dollars , and a football phone !	surprise
12		We are sorry for the inconvenience , and hope you will accept this football phone ... as our free gift . Do you believe this ? ! Now I have a thousand dollars , and a football phone !	surprise
12		We are sorry for the inconvenience , and hope you will accept this football phone ... as our free gift . Do you believe this ? ! Now I have a thousand dollars , and a football phone !	surprise
12		We are sorry for the inconvenience , and hope you will accept this football phone ... as our free gift . Do you believe this ? ! Now I have a thousand dollars , and a football phone !	surprise
681		Hi , how are you doing Kelly ?	joy
681	Hi , how are you doing Kelly ?	I am doing just fine ! God , Tiffany , you smell so great !	joy
681		I am doing just fine ! God , Tiffany , you smell so great !	joy
681		I am doing just fine ! God , Tiffany , you smell so great !	joy
681		I am doing just fine ! God , Tiffany , you smell so great !	joy
681		I am doing just fine ! God , Tiffany , you smell so great !	joy
681		Oh , you know Joey , you are sick !	disgust
681		This is disgusting !	disgust
681	you are sick !	I am not reading this !	disgust
681	This is disgusting !	I am not reading this !	disgust
681	I am not reading this !	What ? ! Wait ... wait ... wait ! The handsome man was about to enter ! !	surprise
467		I mean why , of all people would you want to go out with Chip ? !	surprise
467		I went to one where I wore a band uniform they had to have specially made .	sadness
467	I wore a band uniform they had to have specially made .	They had to have that specially made ? !	surprise
467		They had to have that specially made ? !	surprise
467	They had to have that specially made ? !	Oh my God , they told us that was for the mascot !	surprise
467	It was a project for one of the Home Ec classes .	Oh my God , they told us that was for the mascot !	surprise
467		Back then , I thought that I would never , ever get the chance to go out with a Chip Matthews , and now he is ... he is called me up and asked me out .	joy
467	now he is ... he is called me up and asked me out .	And the fat girl inside of me really wants to go .	joy
467	you go out with him .	Oh , really ? !	surprise
798		Everything on your application looks really good ... Ohh !	joy
798	are you and your friends gonna be over here all the time like partying and hanging out ?	Whoa ! ! Now look , do not be just blurtin stuff out . I want you to really think about your answers . Okay ?	surprise
798	Oh do not worry , I am not really a party girl .	Whoa ! ! Now look , do not be just blurtin stuff out . I want you to really think about your answers . Okay ?	surprise
798		Why did you take the shower curtain down ?	surprise
798		That thing was a hazard ! I am very safety conscious .	anger
1066	Why do not you um , check the copy room , maybe you left the contracts in there ?	I do not know Tag ! How can your genitals make phone calls ? Okay ? It is not a perfect world ! Just go please .	anger
1066	How could I have left them in the copy room ?	I do not know Tag ! How can your genitals make phone calls ? Okay ? It is not a perfect world ! Just go please .	anger
1334	Give it to me !	You can not have it .	anger
1334	Give it to me !	Give it to me !	anger
1334	You can not have it .	Give it to me !	anger
1334	Give it to me !	No	anger
1334	Give it to me !	No	anger
1334	Give it to me !	I will go in there .	anger
1334	No	I will go in there .	anger
959		Oh my God , you are back !	surprise
959	let me see it ! Let me see your hand !	Why do you want to see my hand ?	surprise
959		Why do you want to see my hand ?	surprise
959		Eww ! Oh , it is all dirty . You should throw this out .	disgust
73		Do you always have to bring him here ?	anger
73	if you are gonna work late , I could look in on him for you .	Oh , that would be great !	joy
73		Oh , that would be great !	joy
422		Flight in an hour . I ... I gotta go .	sadness
422	Vic ! Vic !	In a minute ! !	anger
422		So this is it ? Victor ?	sadness
422	this is it	Yeah , I guess it is .	sadness
422		Listen , I ah , I gotta say good bye , and ... and I gotta say it quick cause this is killing me .	sadness
422	I gotta say good bye	One thing you gotta know , is that I will never forget you .	sadness
422	I gotta say good bye	But , you have got things you have to do now , and so do I .	sadness
422		But when I return , 200 years from now , you will be long gone .	sadness
422	when I return , 200 years from now , you will be long gone .	But I will not have aged at all .	sadness
422	when I return , 200 years from now , you will be long gone .	So you tell your great ... great ... granddaughter to look me up , because Adrienne , baby , I am gonna want to meet her .	sadness
422	when I return , 200 years from now , you will be long gone .	So long , Vic !	sadness
109	Mr . Kostelick wants you to stop by his office at the end of the day .	Oh , listen . If this is about those prank memos , I had nothing to do with them . Really . Nothing at all . Really . Nothing .	fear
109		Oh , listen . If this is about those prank memos , I had nothing to do with them . Really . Nothing at all . Really . Nothing .	fear
85		I think It is the most beautiful table I have ever seen .	joy
85	I think It is the most beautiful table I have ever seen .	I know !	joy
85		Who cares , we will eat at the sink ! Come on , let play !	joy
85		Heads up Ross ! Score ! You suck !	joy
204		You know what ? I am not gonna be able to enjoy this .	sadness
743	we are gonna see if we can surprise him coming home .	Sur ... surprise him ? We are not , we are not gonna make anybody mad are we ?	fear
743		Sur ... surprise him ? We are not , we are not gonna make anybody mad are we ?	fear
743	we are not gonna make anybody mad are we ?	Come on man ! Listen so uh , are you gonna squeeze the perps shoes a little bit before he lawyers up ?	joy
743	are you gonna squeeze the perps shoes a little bit before he lawyers up ?	It is a witness not a perp . And no one talks like that !	disgust
743		It is a witness not a perp . And no one talks like that !	disgust
743	are you gonna squeeze the perps shoes a little bit before he lawyers up ?	Yeah , no one talks like that !	disgust
743		Yeah , no one talks like that !	disgust
743	no one talks like that !	Oh what ? Like your Mr . Cop !	anger
743	Like your Mr . Cop !	Hey , I am more cop than you two !	anger
743		Hello ! I am in the front seat , okay ? I am Gary partner !	joy
526		I can not find garbage bags !	anger
526		What is it ? !	fear
526		I can not believe we are living here !	sadness
549	I am not stopping . I am Red Ross !	Dude , if you go back out there , you are gonna be Dead Ross !	anger
549	if you go back out there , you are gonna be Dead Ross !	I do not care ! I am not quitting ! I insist on finishing this game !	anger
549	I am not quitting ! I insist on finishing this game !	All right , all right , if you insist on doing this , at least let me help you .	anger
549		All right , all right , if you insist on doing this , at least let me help you .	anger
549	if you insist on doing this , at least let me help you .	No , God no ! That is no place for a woman . Those guys will grab anything .	anger
549		No , God no ! That is no place for a woman . Those guys will grab anything .	anger
549	I just may know a few things that might help you inflict some pain .	I like that .	joy
549		I like that .	joy
549	he has got a trick hip .	Yeah .	joy
549		And uh , and David over there , I heard he does not wear a cup .	joy
549	he has got a trick hip .	Yeah ? I can use that , trick hip , no cup , okay ! Okay !	joy
549	he does not wear a cup .	Yeah ? I can use that , trick hip , no cup , okay ! Okay !	joy
549		Yeah ? I can use that , trick hip , no cup , okay ! Okay !	joy
549	I am gonna go get him !	The Red Ross ! Okay .	joy
549		The Red Ross ! Okay .	joy
186		You are stomping . It is disturbing my birds .	anger
186	You are stomping . It is disturbing my birds .	You do not have birds .	anger
186		You do not have birds .	anger
186		""" Oh , Chandler , now , now , that is it . There , faster ! """	joy
186		Stop with the broom , we are not making noise .	anger
186		We won . We won !	joy
240		Well , it is official there are no good movies .	sadness
240		Well , let go to a bad one and make out .	joy
240		Hey !	surprise
240		My agent would like to know why I did not show up at the audition I did not know I had today .	anger
240	you not give me the message	My agent would like to know why I did not show up at the audition I did not know I had today .	anger
240	I did not show up at the audition I did not know I had today .	The first good thing she gets me in weeks . How could you not give me the message ?	anger
240		The first good thing she gets me in weeks . How could you not give me the message ?	anger
240	How could you not give me the message ?	Well , I will tell you I do enjoy guilt , but , ah , it was not me .	sadness
240		Well , I will tell you I do enjoy guilt , but , ah , it was not me .	sadness
240	How could you not give me the message ?	Okay , it was me !	anger
240		Okay , it was me !	anger
240	it was me !	How is it you ?	surprise
240		How is it you ?	surprise
741		Hey !	joy
741	Hey !	Hi !	joy
741		Hi !	joy
741		You look amazing . I am the luckiest man in the world .	joy
741	You look amazing . I am the luckiest man in the world .	Ohh , you are about to get a little luckier .	joy
741		Ohh , you are about to get a little luckier .	joy
741		They look great ! Does your boyfriend have the best taste or what ?	joy
741	They look great ! Does your boyfriend have the best taste or what ?	My boyfriend really does have good taste !	joy
741		My boyfriend really does have good taste !	joy
228		So , I hear , you hate me !	anger
228	you hate me !	A little birdie told me something about you wanting to rip your arm off and throw it at me .	anger
228		A little birdie told me something about you wanting to rip your arm off and throw it at me .	anger
228		And you got a hate from that ? ! Your taking a big leap there ...	anger
228	you got a hate from that ? ! Your taking a big leap there ...	All right , fine , fine , fine , fine , fine , we have got to do something about our little situation here Joey .	anger
228	But what does that gonna do ...	For Chandler !	anger
638		Half a tank ? We still got a lot of high ... speed chasing to do !	joy
638	We are switching rooms again .	What ? Why ?	surprise
638		Our last ocean view room was unacceptable to you .	disgust
928		Pretty great ! Except I did get a little attitude from the robot .	joy
928	I did get a little attitude from the robot .	Damn those robots , they are supposed to be our faithful servants !	anger
928		Yeah , he does not like me .	anger
928	He had C . H . E . E . S . E .	knock over the sandwich right when I was reaching for one !	anger
928		knock over the sandwich right when I was reaching for one !	anger
928	He had C . H . E . E . S . E .	Ohh !	surprise
928	knock over the sandwich right when I was reaching for one !	Ohh !	surprise
928	He had C . H . E . E . S . E .	I may have to , I hate to do it , but I am the star !	anger
928	knock over the sandwich right when I was reaching for one !	I may have to , I hate to do it , but I am the star !	anger
928		Joe ! I am glad I found you , I got an audition for you !	joy
928	I got an audition for you !	Wow !	surprise
928	The actor who has the part does not know he might be fired .	I am the lead in Mac and C . H . E . E . S . E . ! !	anger
928	It is the lead in a series , Mac and C . H . E . E . S . E .	I am the lead in Mac and C . H . E . E . S . E . ! !	anger
928		I am the lead in Mac and C . H . E . E . S . E . ! !	anger
839	please do not pick your teeth out here !	Monica , leave him alone !	anger
839	if you are gonna put your feet up , why do not you sit on the ...	Monica , leave him alone !	anger
839		Monica , leave him alone !	anger
839		Will you hurry up ?	sadness
839	you are whippin so slow ! Can not you do it any faster ?	Will you hurry up ?	sadness
839	Will you hurry up ?	Did you not hear me before when I told you that all of Janine friends are dancers ? !	anger
839	you are whippin so slow ! Can not you do it any faster ?	Did you not hear me before when I told you that all of Janine friends are dancers ? !	anger
839	Will you hurry up ?	And that they are going to be drinking a lot !	anger
839	you are whippin so slow ! Can not you do it any faster ?	And that they are going to be drinking a lot !	anger
839	Will you hurry up ?	Well you are whippin so slow ! Can not you do it any faster ?	anger
839		Well you are whippin so slow ! Can not you do it any faster ?	anger
839	you are whippin so slow ! Can not you do it any faster ?	Joey !	anger
839	you are whippin so slow ! Can not you do it any faster ?	Come on !	anger
839	you are whippin so slow ! Can not you do it any faster ?	I do not wanna make any mistakes , alright ?	anger
839		"This is the only dessert and if I screw it up everybody gonna be like "" Oh , remember that Thanksgiving when Rachel screwed up the trifle ? """	fear
839		Ross , if you do not tell them , then I will !	anger
839	if you do not tell them , then I will !	Okay , fine !	anger
1292		Oh good God ! If you want a baby so bad just go steal it !	anger
1292		What is going on with you ? Since when are you so crazy about babies ?	surprise
1292		I am not crazy about babies . I am crazy about us .	joy
1292	I am not crazy about babies . I am crazy about us .	What ?	surprise
1292	We are good .	We are really good .	joy
1292		We are really good .	joy
1320		You still have not told Rachel you were not really proposing ?	surprise
1320		No ! She had the ring on , she seemed so excited , and then she took her breast out .	anger
1320	You still have not told Rachel you were not really proposing ?	Joey , you have to tell her what going on ! And what did it look like ? !	anger
1320	No !	Joey , you have to tell her what going on ! And what did it look like ? !	anger
1320		I did not look at it . Stupid baby head was blocking most of it .	anger
1320		Look , it is not that easy . She said she wanted to marry me . I do not want to hurt her .	sadness
1320		Two people screwing in there if you want to check that out .	joy
525		Monica , betting the apartment , I do not know about this .	fear
525		Rachel , I have not missed one question the whole game . I own this game ! Look at my hand .	joy
525		Why ? Do you have the answers written on there ?	surprise
525	betting the apartment	All right , let do it .	fear
925	Rachel and I have appointments to get our hair cut .	We do ?	surprise
925		I just found out that Elizabeth dad wants to meet me .	sadness
925		Wait a minute , hold the phone ! You are not Elizabeth dad ? !	surprise
925	Elizabeth dad wants to meet me .	Come on guys , I ... I really want this guy to like me .	fear
925	Elizabeth dad wants to meet me .	It ... it would really help me out if you guys were here to make me look good .	sadness
925	It ... it would really help me out if you guys were here to make me look good .	Of course we will help ! Yeah ! We will be here !	surprise
925	Of course we will help ! Yeah ! We will be here !	Thanks !	joy
218		Oh ! All right . Now , let not do this !	fear
68	do you talk about me ?	Really ?	surprise
68	Yeah , yeah , all the time .	Really ?	surprise
1275	I actually came here to ask you out .	Oh ! Wow ! Uh , yeah ! That sounds great . I am just gonna put this back in my pocket , pretend that didn’t happen .	joy
1275		Oh ! Wow ! Uh , yeah ! That sounds great . I am just gonna put this back in my pocket , pretend that didn’t happen .	joy
1275		Horny bitch . No ! You are a horny bitch ! Noooo ! You are the horny bitch ! No ! You are a horny bitch !	anger
39		Ok , here we go . I do not think we should go out anymore .	sadness
39	I do not think we should go out anymore .	Janice .	fear
39	I do not think we should go out anymore .	All right . Well , there you go . Stop it , stop it , stop it .	sadness
334		You have have lipstick right here . That is okay , it is mine , we just kissed .	joy
226		Guess what ? They published my paper .	joy
226	They published my paper .	Oh , really , let me see , let me see .	joy
498		He is coming here for Thanksgiving !	surprise
227		Richard living room , drinking wine .	joy
227	tell me your happy place .	All right . No , no , no , not a Richard thing , just put down the glass . And get out !	anger
227	Richard living room , drinking wine .	All right . No , no , no , not a Richard thing , just put down the glass . And get out !	anger
227	No , no , no , not a Richard thing , just put down the glass . And get out !	I am sorry , but that is my happy place .	sadness
227		Do you think breaking up with him was a huge mistake ?	sadness
227	breaking up with him	I will bet he is totally over me , I will bet he is fine .	sadness
227		I will bet he is totally over me , I will bet he is fine .	sadness
227		Okay , this is not working . I am still awake and now I have to pee .	disgust
